Properties,Precision,Recall,F1Measure
[10, 0.1, 1, 2],0.543042932647,0.268360911425,0.327654334919
[10, 0.1, 1, 3],0.519928241655,0.350822112265,0.396749408217
[10, 0.1, 1, 4],0.494569329088,0.39012331973,0.420646396048
[10, 0.1, 1, 5],0.48840261223,0.419957588803,0.437449365879
[10, 0.5, 1, 2],0.51972173123,0.252091519625,0.306625742241
[10, 0.5, 1, 3],0.500644164,0.333228886762,0.376655475366
[10, 0.5, 1, 4],0.474235286276,0.368688296273,0.399676987997
[10, 0.5, 1, 5],0.459723081477,0.394268715353,0.412563834656
[10, 0.9, 1, 2],0.522989050455,0.257912009854,0.315681798804
[10, 0.9, 1, 3],0.489998563493,0.339708396212,0.384034687147
[10, 0.9, 1, 4],0.477690416999,0.381188770715,0.410297321145
[10, 0.9, 1, 5],0.461629337253,0.405757739586,0.421518745726
[13, 0.1, 1, 2],0.551695314236,0.285772785005,0.344296175306
[13, 0.1, 1, 3],0.491303651408,0.3633603912,0.398278896642
[13, 0.1, 1, 4],0.455994923252,0.401231371597,0.414252455159
[13, 0.1, 1, 5],0.432638527489,0.421229114624,0.418307124555
[13, 0.5, 1, 2],0.50151776281,0.26565793692,0.322807399396
[13, 0.5, 1, 3],0.496448767206,0.366580034307,0.405427773397
[13, 0.5, 1, 4],0.452499647094,0.403711138328,0.418534528348
[13, 0.5, 1, 5],0.443174198699,0.431791468735,0.430496055796
[13, 0.9, 1, 2],0.490899429446,0.261448954458,0.312436710337
[13, 0.9, 1, 3],0.470177655954,0.350653562822,0.382481336362
[13, 0.9, 1, 4],0.456327058474,0.402986754024,0.413917759179
[13, 0.9, 1, 5],0.434829221154,0.418031853614,0.415095993786
[15, 0.1, 1, 2],0.542661738326,0.286273718632,0.3440673404
[15, 0.1, 1, 3],0.511223337238,0.373597308226,0.41258319465
[15, 0.1, 1, 4],0.486057607358,0.428528940898,0.443106915454
[15, 0.1, 1, 5],0.447146936371,0.437288385584,0.433660831074
[15, 0.5, 1, 2],0.477057355405,0.259682390655,0.308538008032
[15, 0.5, 1, 3],0.467993166066,0.345755028863,0.380787289213
[15, 0.5, 1, 4],0.46248654273,0.397091879676,0.415405965563
[15, 0.5, 1, 5],0.446504420183,0.423409829575,0.426024798448
[15, 0.9, 1, 2],0.498901600158,0.246856569725,0.298367570188
[15, 0.9, 1, 3],0.464837591604,0.330396163781,0.366369692805
[15, 0.9, 1, 4],0.460769238938,0.383413086579,0.401851569184
[15, 0.9, 1, 5],0.437264594453,0.406514567877,0.408387222165
[17, 0.1, 1, 2],0.555413393542,0.286033269602,0.348230946704
[17, 0.1, 1, 3],0.509122613553,0.389132865217,0.422610524437
[17, 0.1, 1, 4],0.483181312738,0.43689525332,0.447090032269
[17, 0.1, 1, 5],0.450188364369,0.451622895992,0.442979050963
[17, 0.5, 1, 2],0.516818154082,0.263708048701,0.319027714488
[17, 0.5, 1, 3],0.481030001225,0.356782614042,0.393500241428
[17, 0.5, 1, 4],0.459747795832,0.402122093376,0.417947295673
[17, 0.5, 1, 5],0.440710997273,0.427337552571,0.426444904783
[17, 0.9, 1, 2],0.47474630295,0.255737993565,0.303838224025
[17, 0.9, 1, 3],0.451382338054,0.329098475957,0.361164745558
[17, 0.9, 1, 4],0.431578484952,0.382942746987,0.393876863603
[17, 0.9, 1, 5],0.430160190956,0.411305796968,0.409326887932
[20, 0.1, 1, 2],0.497142558727,0.300109956868,0.351946035817
[20, 0.1, 1, 3],0.485934939997,0.395548724429,0.423806552201
[20, 0.1, 1, 4],0.471654956415,0.441836668593,0.447403539711
[20, 0.1, 1, 5],0.448969661714,0.462658924605,0.44779308749
[20, 0.5, 1, 2],0.47757067186,0.263346617306,0.310930672852
[20, 0.5, 1, 3],0.464287080597,0.360882734794,0.389215326352
[20, 0.5, 1, 4],0.449072998213,0.414691466755,0.419420026104
[20, 0.5, 1, 5],0.445439136935,0.452464462584,0.438101849324
